Image_Id,image_path,mask_path
46,benign (351).png,benign (351)_mask.png
278,benign (102).png,benign (102)_mask.png
428,benign (403).png,benign (403)_mask.png
347,benign (144).png,benign (144)_mask.png
592,malignant (165).png,malignant (165)_mask.png
176,benign (184).png,benign (184)_mask.png
285,benign (297).png,benign (297)_mask.png
158,benign (332).png,benign (332)_mask.png
249,benign (409).png,benign (409)_mask.png
403,benign (324).png,benign (324)_mask.png
392,benign (291).png,benign (291)_mask.png
294,benign (109).png,benign (109)_mask.png
598,malignant (152).png,malignant (152)_mask.png
240,benign (287).png,benign (287)_mask.png
59,benign (66).png,benign (66)_mask.png
71,benign (423).png,benign (423)_mask.png
458,malignant (89).png,malignant (89)_mask.png
356,benign (281).png,benign (281)_mask.png
241,benign (392).png,benign (392)_mask.png
566,malignant (43).png,malignant (43)_mask.png
445,malignant (82).png,malignant (82)_mask.png
550,malignant (83).png,malignant (83)_mask.png
257,benign (427).png,benign (427)_mask.png
473,malignant (160).png,malignant (160)_mask.png
575,malignant (49).png,malignant (49)_mask.png
557,malignant (64).png,malignant (64)_mask.png
352,benign (195).png,benign (195)_mask.png
230,benign (319).png,benign (319)_mask.png
561,malignant (197).png,malignant (197)_mask.png
309,benign (51).png,benign (51)_mask.png
602,malignant (22).png,malignant (22)_mask.png
129,benign (302).png,benign (302)_mask.png
314,benign (343).png,benign (343)_mask.png
283,benign (215).png,benign (215)_mask.png
498,malignant (141).png,malignant (141)_mask.png
622,malignant (156).png,malignant (156)_mask.png
382,benign (94).png,benign (94)_mask.png
313,benign (246).png,benign (246)_mask.png
90,benign (285).png,benign (285)_mask.png
608,malignant (167).png,malignant (167)_mask.png
150,benign (279).png,benign (279)_mask.png
196,benign (150).png,benign (150)_mask.png
327,benign (9).png,benign (9)_mask.png
258,benign (153).png,benign (153)_mask.png
307,benign (364).png,benign (364)_mask.png
101,benign (194).png,benign (194)_mask.png
67,benign (347).png,benign (347)_mask.png
573,malignant (35).png,malignant (35)_mask.png
247,benign (75).png,benign (75)_mask.png
10,benign (35).png,benign (35)_mask.png
595,malignant (127).png,malignant (127)_mask.png
69,benign (326).png,benign (326)_mask.png
94,benign (280).png,benign (280)_mask.png
75,benign (393).png,benign (393)_mask.png
95,benign (22).png,benign (22)_mask.png
540,malignant (15).png,malignant (15)_mask.png
485,malignant (96).png,malignant (96)_mask.png
363,benign (33).png,benign (33)_mask.png
525,malignant (44).png,malignant (44)_mask.png
132,benign (148).png,benign (148)_mask.png
468,malignant (3).png,malignant (3)_mask.png
84,benign (67).png,benign (67)_mask.png
372,benign (376).png,benign (376)_mask.png
350,benign (289).png,benign (289)_mask.png
581,malignant (166).png,malignant (166)_mask.png
579,malignant (73).png,malignant (73)_mask.png
141,benign (334).png,benign (334)_mask.png
110,benign (372).png,benign (372)_mask.png
228,benign (221).png,benign (221)_mask.png
415,benign (197).png,benign (197)_mask.png
38,benign (178).png,benign (178)_mask.png
518,malignant (170).png,malignant (170)_mask.png
418,benign (269).png,benign (269)_mask.png
391,benign (57).png,benign (57)_mask.png
91,benign (248).png,benign (248)_mask.png
425,benign (16).png,benign (16)_mask.png
469,malignant (125).png,malignant (125)_mask.png
386,benign (190).png,benign (190)_mask.png
637,malignant (66).png,malignant (66)_mask.png
195,benign (161).png,benign (161)_mask.png
528,malignant (41).png,malignant (41)_mask.png
305,benign (333).png,benign (333)_mask.png
190,benign (126).png,benign (126)_mask.png
478,malignant (169).png,malignant (169)_mask.png
351,benign (83).png,benign (83)_mask.png
54,benign (29).png,benign (29)_mask.png
454,malignant (75).png,malignant (75)_mask.png
583,malignant (28).png,malignant (28)_mask.png
323,benign (179).png,benign (179)_mask.png
407,benign (209).png,benign (209)_mask.png
171,benign (292).png,benign (292)_mask.png
89,benign (299).png,benign (299)_mask.png
507,malignant (7).png,malignant (7)_mask.png
202,benign (196).png,benign (196)_mask.png
25,benign (86).png,benign (86)_mask.png
201,benign (348).png,benign (348)_mask.png
330,benign (295).png,benign (295)_mask.png
366,benign (157).png,benign (157)_mask.png
261,benign (73).png,benign (73)_mask.png
56,benign (69).png,benign (69)_mask.png
106,benign (260).png,benign (260)_mask.png
115,benign (202).png,benign (202)_mask.png
500,malignant (205).png,malignant (205)_mask.png
625,malignant (62).png,malignant (62)_mask.png
210,benign (198).png,benign (198)_mask.png
103,benign (163).png,benign (163)_mask.png
16,benign (430).png,benign (430)_mask.png
513,malignant (189).png,malignant (189)_mask.png
567,malignant (191).png,malignant (191)_mask.png
82,benign (173).png,benign (173)_mask.png
472,malignant (17).png,malignant (17)_mask.png
135,benign (320).png,benign (320)_mask.png
343,benign (342).png,benign (342)_mask.png
260,benign (288).png,benign (288)_mask.png
160,benign (216).png,benign (216)_mask.png
116,benign (242).png,benign (242)_mask.png
248,benign (234).png,benign (234)_mask.png
623,malignant (86).png,malignant (86)_mask.png
83,benign (218).png,benign (218)_mask.png
629,malignant (65).png,malignant (65)_mask.png
585,malignant (36).png,malignant (36)_mask.png
87,benign (283).png,benign (283)_mask.png
413,benign (104).png,benign (104)_mask.png
170,benign (354).png,benign (354)_mask.png
119,benign (107).png,benign (107)_mask.png
460,malignant (32).png,malignant (32)_mask.png
439,malignant (199).png,malignant (199)_mask.png
411,benign (142).png,benign (142)_mask.png
315,benign (232).png,benign (232)_mask.png
338,benign (349).png,benign (349)_mask.png
516,malignant (77).png,malignant (77)_mask.png
441,malignant (110).png,malignant (110)_mask.png
541,malignant (94).png,malignant (94)_mask.png
21,benign (19).png,benign (19)_mask.png
534,malignant (138).png,malignant (138)_mask.png
18,benign (243).png,benign (243)_mask.png
6,benign (43).png,benign (43)_mask.png
39,benign (180).png,benign (180)_mask.png
342,benign (59).png,benign (59)_mask.png
645,malignant (132).png,malignant (132)_mask.png
312,benign (239).png,benign (239)_mask.png
306,benign (394).png,benign (394)_mask.png
282,benign (149).png,benign (149)_mask.png
128,benign (31).png,benign (31)_mask.png
427,benign (169).png,benign (169)_mask.png
159,benign (13).png,benign (13)_mask.png
99,benign (23).png,benign (23)_mask.png
510,malignant (133).png,malignant (133)_mask.png
50,benign (258).png,benign (258)_mask.png
51,benign (39).png,benign (39)_mask.png
479,malignant (68).png,malignant (68)_mask.png
505,malignant (74).png,malignant (74)_mask.png
231,benign (237).png,benign (237)_mask.png
636,malignant (108).png,malignant (108)_mask.png
461,malignant (204).png,malignant (204)_mask.png
144,benign (82).png,benign (82)_mask.png
393,benign (63).png,benign (63)_mask.png
399,benign (265).png,benign (265)_mask.png
48,benign (28).png,benign (28)_mask.png
589,malignant (6).png,malignant (6)_mask.png
28,benign (143).png,benign (143)_mask.png
603,malignant (140).png,malignant (140)_mask.png
345,benign (187).png,benign (187)_mask.png
618,malignant (8).png,malignant (8)_mask.png
221,benign (323).png,benign (323)_mask.png
143,benign (236).png,benign (236)_mask.png
322,benign (249).png,benign (249)_mask.png
215,benign (30).png,benign (30)_mask.png
564,malignant (111).png,malignant (111)_mask.png
296,benign (294).png,benign (294)_mask.png
125,benign (112).png,benign (112)_mask.png
127,benign (141).png,benign (141)_mask.png
208,benign (110).png,benign (110)_mask.png
79,benign (220).png,benign (220)_mask.png
316,benign (71).png,benign (71)_mask.png
519,malignant (107).png,malignant (107)_mask.png
255,benign (400).png,benign (400)_mask.png
544,malignant (185).png,malignant (185)_mask.png
624,malignant (114).png,malignant (114)_mask.png
394,benign (298).png,benign (298)_mask.png
189,benign (99).png,benign (99)_mask.png
43,benign (160).png,benign (160)_mask.png
548,malignant (29).png,malignant (29)_mask.png
156,benign (200).png,benign (200)_mask.png
385,benign (84).png,benign (84)_mask.png
216,benign (42).png,benign (42)_mask.png
504,malignant (172).png,malignant (172)_mask.png
254,benign (211).png,benign (211)_mask.png
213,benign (415).png,benign (415)_mask.png
138,benign (52).png,benign (52)_mask.png
554,malignant (184).png,malignant (184)_mask.png
163,benign (27).png,benign (27)_mask.png
508,malignant (123).png,malignant (123)_mask.png
395,benign (313).png,benign (313)_mask.png
102,benign (370).png,benign (370)_mask.png
207,benign (432).png,benign (432)_mask.png
297,benign (387).png,benign (387)_mask.png
429,benign (433).png,benign (433)_mask.png
124,benign (7).png,benign (7)_mask.png
535,malignant (192).png,malignant (192)_mask.png
272,benign (140).png,benign (140)_mask.png
167,benign (226).png,benign (226)_mask.png
321,benign (168).png,benign (168)_mask.png
78,benign (252).png,benign (252)_mask.png
291,benign (85).png,benign (85)_mask.png
378,benign (240).png,benign (240)_mask.png
571,malignant (200).png,malignant (200)_mask.png
643,malignant (143).png,malignant (143)_mask.png
491,malignant (61).png,malignant (61)_mask.png
430,benign (6).png,benign (6)_mask.png
292,benign (98).png,benign (98)_mask.png
243,benign (327).png,benign (327)_mask.png
145,benign (359).png,benign (359)_mask.png
5,benign (212).png,benign (212)_mask.png
593,malignant (11).png,malignant (11)_mask.png
538,malignant (128).png,malignant (128)_mask.png
475,malignant (103).png,malignant (103)_mask.png
149,benign (301).png,benign (301)_mask.png
434,benign (402).png,benign (402)_mask.png
4,benign (371).png,benign (371)_mask.png
616,malignant (163).png,malignant (163)_mask.png
353,benign (314).png,benign (314)_mask.png
417,benign (262).png,benign (262)_mask.png
499,malignant (21).png,malignant (21)_mask.png
620,malignant (85).png,malignant (85)_mask.png
169,benign (25).png,benign (25)_mask.png
339,benign (278).png,benign (278)_mask.png
631,malignant (46).png,malignant (46)_mask.png
357,benign (129).png,benign (129)_mask.png
9,benign (208).png,benign (208)_mask.png
45,benign (385).png,benign (385)_mask.png
374,benign (360).png,benign (360)_mask.png
239,benign (405).png,benign (405)_mask.png
601,malignant (34).png,malignant (34)_mask.png
489,malignant (208).png,malignant (208)_mask.png
371,benign (420).png,benign (420)_mask.png
419,benign (172).png,benign (172)_mask.png
267,benign (365).png,benign (365)_mask.png
466,malignant (57).png,malignant (57)_mask.png
539,malignant (23).png,malignant (23)_mask.png
408,benign (358).png,benign (358)_mask.png
493,malignant (181).png,malignant (181)_mask.png
24,benign (135).png,benign (135)_mask.png
80,benign (191).png,benign (191)_mask.png
607,malignant (70).png,malignant (70)_mask.png
76,benign (46).png,benign (46)_mask.png
600,malignant (42).png,malignant (42)_mask.png
65,benign (108).png,benign (108)_mask.png
226,benign (177).png,benign (177)_mask.png
401,benign (276).png,benign (276)_mask.png
388,benign (309).png,benign (309)_mask.png
197,benign (97).png,benign (97)_mask.png
433,benign (158).png,benign (158)_mask.png
436,benign (3).png,benign (3)_mask.png
640,malignant (47).png,malignant (47)_mask.png
644,malignant (182).png,malignant (182)_mask.png
40,benign (219).png,benign (219)_mask.png
502,malignant (56).png,malignant (56)_mask.png
32,benign (346).png,benign (346)_mask.png
279,benign (272).png,benign (272)_mask.png
547,malignant (119).png,malignant (119)_mask.png
611,malignant (88).png,malignant (88)_mask.png
303,benign (367).png,benign (367)_mask.png
642,malignant (194).png,malignant (194)_mask.png
107,benign (133).png,benign (133)_mask.png
154,benign (203).png,benign (203)_mask.png
565,malignant (48).png,malignant (48)_mask.png
334,benign (266).png,benign (266)_mask.png
455,malignant (18).png,malignant (18)_mask.png
634,malignant (38).png,malignant (38)_mask.png
444,malignant (202).png,malignant (202)_mask.png
192,benign (356).png,benign (356)_mask.png
488,malignant (2).png,malignant (2)_mask.png
17,benign (328).png,benign (328)_mask.png
203,benign (377).png,benign (377)_mask.png
133,benign (263).png,benign (263)_mask.png
206,benign (26).png,benign (26)_mask.png
30,benign (312).png,benign (312)_mask.png
463,malignant (95).png,malignant (95)_mask.png
341,benign (361).png,benign (361)_mask.png
451,malignant (180).png,malignant (180)_mask.png
340,benign (296).png,benign (296)_mask.png
456,malignant (39).png,malignant (39)_mask.png
503,malignant (20).png,malignant (20)_mask.png
412,benign (74).png,benign (74)_mask.png
153,benign (315).png,benign (315)_mask.png
222,benign (307).png,benign (307)_mask.png
286,benign (114).png,benign (114)_mask.png
527,malignant (195).png,malignant (195)_mask.png
47,benign (156).png,benign (156)_mask.png
543,malignant (55).png,malignant (55)_mask.png
506,malignant (135).png,malignant (135)_mask.png
284,benign (418).png,benign (418)_mask.png
288,benign (399).png,benign (399)_mask.png
244,benign (87).png,benign (87)_mask.png
105,benign (401).png,benign (401)_mask.png
223,benign (50).png,benign (50)_mask.png
482,malignant (72).png,malignant (72)_mask.png
146,benign (369).png,benign (369)_mask.png
580,malignant (129).png,malignant (129)_mask.png
484,malignant (4).png,malignant (4)_mask.png
328,benign (316).png,benign (316)_mask.png
162,benign (253).png,benign (253)_mask.png
523,malignant (159).png,malignant (159)_mask.png
480,malignant (130).png,malignant (130)_mask.png
184,benign (270).png,benign (270)_mask.png
130,benign (329).png,benign (329)_mask.png
529,malignant (142).png,malignant (142)_mask.png
594,malignant (105).png,malignant (105)_mask.png
123,benign (238).png,benign (238)_mask.png
234,benign (151).png,benign (151)_mask.png
98,benign (419).png,benign (419)_mask.png
232,benign (171).png,benign (171)_mask.png
638,malignant (175).png,malignant (175)_mask.png
361,benign (11).png,benign (11)_mask.png
177,benign (134).png,benign (134)_mask.png
263,benign (47).png,benign (47)_mask.png
398,benign (137).png,benign (137)_mask.png
605,malignant (134).png,malignant (134)_mask.png
33,benign (345).png,benign (345)_mask.png
364,benign (131).png,benign (131)_mask.png
166,benign (14).png,benign (14)_mask.png
453,malignant (168).png,malignant (168)_mask.png
404,benign (113).png,benign (113)_mask.png
302,benign (181).png,benign (181)_mask.png
41,benign (233).png,benign (233)_mask.png
114,benign (186).png,benign (186)_mask.png
237,benign (120).png,benign (120)_mask.png
191,benign (224).png,benign (224)_mask.png
12,benign (391).png,benign (391)_mask.png
360,benign (428).png,benign (428)_mask.png
443,malignant (98).png,malignant (98)_mask.png
610,malignant (151).png,malignant (151)_mask.png
295,benign (166).png,benign (166)_mask.png
559,malignant (209).png,malignant (209)_mask.png
381,benign (56).png,benign (56)_mask.png
8,benign (8).png,benign (8)_mask.png
57,benign (336).png,benign (336)_mask.png
457,malignant (19).png,malignant (19)_mask.png
511,malignant (121).png,malignant (121)_mask.png
449,malignant (97).png,malignant (97)_mask.png
299,benign (20).png,benign (20)_mask.png
137,benign (344).png,benign (344)_mask.png
287,benign (388).png,benign (388)_mask.png
588,malignant (150).png,malignant (150)_mask.png
537,malignant (187).png,malignant (187)_mask.png
236,benign (434).png,benign (434)_mask.png
397,benign (185).png,benign (185)_mask.png
183,benign (229).png,benign (229)_mask.png
204,benign (317).png,benign (317)_mask.png
109,benign (259).png,benign (259)_mask.png
492,malignant (188).png,malignant (188)_mask.png
584,malignant (14).png,malignant (14)_mask.png
474,malignant (12).png,malignant (12)_mask.png
58,benign (373).png,benign (373)_mask.png
186,benign (139).png,benign (139)_mask.png
320,benign (205).png,benign (205)_mask.png
262,benign (337).png,benign (337)_mask.png
615,malignant (60).png,malignant (60)_mask.png
256,benign (247).png,benign (247)_mask.png
139,benign (286).png,benign (286)_mask.png
416,benign (32).png,benign (32)_mask.png
319,benign (256).png,benign (256)_mask.png
173,benign (395).png,benign (395)_mask.png
311,benign (275).png,benign (275)_mask.png
298,benign (159).png,benign (159)_mask.png
36,benign (17).png,benign (17)_mask.png
60,benign (353).png,benign (353)_mask.png
200,benign (117).png,benign (117)_mask.png
552,malignant (109).png,malignant (109)_mask.png
452,malignant (33).png,malignant (33)_mask.png
112,benign (261).png,benign (261)_mask.png
22,benign (170).png,benign (170)_mask.png
229,benign (36).png,benign (36)_mask.png
85,benign (254).png,benign (254)_mask.png
619,malignant (25).png,malignant (25)_mask.png
375,benign (431).png,benign (431)_mask.png
358,benign (192).png,benign (192)_mask.png
337,benign (41).png,benign (41)_mask.png
100,benign (128).png,benign (128)_mask.png
346,benign (404).png,benign (404)_mask.png
225,benign (413).png,benign (413)_mask.png
37,benign (398).png,benign (398)_mask.png
151,benign (155).png,benign (155)_mask.png
49,benign (4).png,benign (4)_mask.png
496,malignant (201).png,malignant (201)_mask.png
14,benign (154).png,benign (154)_mask.png
19,benign (125).png,benign (125)_mask.png
609,malignant (174).png,malignant (174)_mask.png
556,malignant (67).png,malignant (67)_mask.png
140,benign (338).png,benign (338)_mask.png
563,malignant (153).png,malignant (153)_mask.png
217,benign (175).png,benign (175)_mask.png
367,benign (331).png,benign (331)_mask.png
188,benign (306).png,benign (306)_mask.png
348,benign (362).png,benign (362)_mask.png
42,benign (290).png,benign (290)_mask.png
383,benign (429).png,benign (429)_mask.png
560,malignant (99).png,malignant (99)_mask.png
467,malignant (186).png,malignant (186)_mask.png
542,malignant (126).png,malignant (126)_mask.png
55,benign (293).png,benign (293)_mask.png
586,malignant (81).png,malignant (81)_mask.png
96,benign (37).png,benign (37)_mask.png
596,malignant (58).png,malignant (58)_mask.png
521,malignant (112).png,malignant (112)_mask.png
483,malignant (31).png,malignant (31)_mask.png
379,benign (49).png,benign (49)_mask.png
92,benign (124).png,benign (124)_mask.png
289,benign (96).png,benign (96)_mask.png
74,benign (321).png,benign (321)_mask.png
405,benign (407).png,benign (407)_mask.png
147,benign (251).png,benign (251)_mask.png
613,malignant (176).png,malignant (176)_mask.png
269,benign (222).png,benign (222)_mask.png
420,benign (18).png,benign (18)_mask.png
514,malignant (50).png,malignant (50)_mask.png
641,malignant (157).png,malignant (157)_mask.png
259,benign (235).png,benign (235)_mask.png
265,benign (397).png,benign (397)_mask.png
126,benign (193).png,benign (193)_mask.png
549,malignant (146).png,malignant (146)_mask.png
304,benign (44).png,benign (44)_mask.png
205,benign (130).png,benign (130)_mask.png
626,malignant (161).png,malignant (161)_mask.png
604,malignant (91).png,malignant (91)_mask.png
591,malignant (106).png,malignant (106)_mask.png
301,benign (411).png,benign (411)_mask.png
635,malignant (53).png,malignant (53)_mask.png
450,malignant (203).png,malignant (203)_mask.png
118,benign (15).png,benign (15)_mask.png
66,benign (53).png,benign (53)_mask.png
617,malignant (76).png,malignant (76)_mask.png
1,benign (162).png,benign (162)_mask.png
64,benign (64).png,benign (64)_mask.png
614,malignant (90).png,malignant (90)_mask.png
476,malignant (158).png,malignant (158)_mask.png
471,malignant (101).png,malignant (101)_mask.png
551,malignant (5).png,malignant (5)_mask.png
464,malignant (122).png,malignant (122)_mask.png
530,malignant (145).png,malignant (145)_mask.png
0,benign (390).png,benign (390)_mask.png
487,malignant (116).png,malignant (116)_mask.png
446,malignant (207).png,malignant (207)_mask.png
400,benign (58).png,benign (58)_mask.png
164,benign (250).png,benign (250)_mask.png
264,benign (410).png,benign (410)_mask.png
194,benign (24).png,benign (24)_mask.png
335,benign (5).png,benign (5)_mask.png
179,benign (271).png,benign (271)_mask.png
293,benign (101).png,benign (101)_mask.png
72,benign (425).png,benign (425)_mask.png
362,benign (77).png,benign (77)_mask.png
245,benign (79).png,benign (79)_mask.png
271,benign (241).png,benign (241)_mask.png
402,benign (167).png,benign (167)_mask.png
63,benign (111).png,benign (111)_mask.png
344,benign (284).png,benign (284)_mask.png
497,malignant (136).png,malignant (136)_mask.png
93,benign (12).png,benign (12)_mask.png
438,malignant (196).png,malignant (196)_mask.png
214,benign (210).png,benign (210)_mask.png
509,malignant (124).png,malignant (124)_mask.png
70,benign (78).png,benign (78)_mask.png
219,benign (396).png,benign (396)_mask.png
373,benign (199).png,benign (199)_mask.png
562,malignant (27).png,malignant (27)_mask.png
437,malignant (173).png,malignant (173)_mask.png
86,benign (89).png,benign (89)_mask.png
370,benign (183).png,benign (183)_mask.png
174,benign (136).png,benign (136)_mask.png
242,benign (138).png,benign (138)_mask.png
62,benign (264).png,benign (264)_mask.png
627,malignant (149).png,malignant (149)_mask.png
568,malignant (87).png,malignant (87)_mask.png
628,malignant (193).png,malignant (193)_mask.png
20,benign (436).png,benign (436)_mask.png
533,malignant (104).png,malignant (104)_mask.png
175,benign (421).png,benign (421)_mask.png
310,benign (225).png,benign (225)_mask.png
198,benign (231).png,benign (231)_mask.png
81,benign (72).png,benign (72)_mask.png
524,malignant (179).png,malignant (179)_mask.png
77,benign (416).png,benign (416)_mask.png
181,benign (88).png,benign (88)_mask.png
442,malignant (40).png,malignant (40)_mask.png
251,benign (21).png,benign (21)_mask.png
152,benign (437).png,benign (437)_mask.png
546,malignant (113).png,malignant (113)_mask.png
545,malignant (93).png,malignant (93)_mask.png
495,malignant (24).png,malignant (24)_mask.png
187,benign (277).png,benign (277)_mask.png
165,benign (165).png,benign (165)_mask.png
131,benign (188).png,benign (188)_mask.png
501,malignant (210).png,malignant (210)_mask.png
29,benign (368).png,benign (368)_mask.png
97,benign (146).png,benign (146)_mask.png
572,malignant (131).png,malignant (131)_mask.png
574,malignant (37).png,malignant (37)_mask.png
120,benign (273).png,benign (273)_mask.png
246,benign (189).png,benign (189)_mask.png
180,benign (227).png,benign (227)_mask.png
329,benign (201).png,benign (201)_mask.png
268,benign (217).png,benign (217)_mask.png
459,malignant (54).png,malignant (54)_mask.png
462,malignant (148).png,malignant (148)_mask.png
632,malignant (79).png,malignant (79)_mask.png
597,malignant (144).png,malignant (144)_mask.png
199,benign (350).png,benign (350)_mask.png
193,benign (435).png,benign (435)_mask.png
88,benign (414).png,benign (414)_mask.png
26,benign (92).png,benign (92)_mask.png
178,benign (366).png,benign (366)_mask.png
15,benign (340).png,benign (340)_mask.png
587,malignant (178).png,malignant (178)_mask.png
108,benign (91).png,benign (91)_mask.png
318,benign (95).png,benign (95)_mask.png
172,benign (164).png,benign (164)_mask.png
326,benign (383).png,benign (383)_mask.png
406,benign (106).png,benign (106)_mask.png
553,malignant (154).png,malignant (154)_mask.png
369,benign (119).png,benign (119)_mask.png
410,benign (244).png,benign (244)_mask.png
377,benign (422).png,benign (422)_mask.png
211,benign (40).png,benign (40)_mask.png
23,benign (103).png,benign (103)_mask.png
465,malignant (118).png,malignant (118)_mask.png
35,benign (105).png,benign (105)_mask.png
569,malignant (190).png,malignant (190)_mask.png
317,benign (55).png,benign (55)_mask.png
359,benign (267).png,benign (267)_mask.png
253,benign (412).png,benign (412)_mask.png
515,malignant (45).png,malignant (45)_mask.png
431,benign (389).png,benign (389)_mask.png
633,malignant (1).png,malignant (1)_mask.png
52,benign (305).png,benign (305)_mask.png
432,benign (408).png,benign (408)_mask.png
387,benign (115).png,benign (115)_mask.png
396,benign (417).png,benign (417)_mask.png
426,benign (257).png,benign (257)_mask.png
277,benign (230).png,benign (230)_mask.png
630,malignant (92).png,malignant (92)_mask.png
270,benign (34).png,benign (34)_mask.png
555,malignant (16).png,malignant (16)_mask.png
13,benign (310).png,benign (310)_mask.png
481,malignant (63).png,malignant (63)_mask.png
384,benign (303).png,benign (303)_mask.png
122,benign (90).png,benign (90)_mask.png
308,benign (380).png,benign (380)_mask.png
300,benign (304).png,benign (304)_mask.png
155,benign (48).png,benign (48)_mask.png
435,benign (100).png,benign (100)_mask.png
44,benign (406).png,benign (406)_mask.png
331,benign (374).png,benign (374)_mask.png
218,benign (352).png,benign (352)_mask.png
161,benign (255).png,benign (255)_mask.png
421,benign (54).png,benign (54)_mask.png
336,benign (382).png,benign (382)_mask.png
536,malignant (30).png,malignant (30)_mask.png
477,malignant (183).png,malignant (183)_mask.png
570,malignant (147).png,malignant (147)_mask.png
494,malignant (120).png,malignant (120)_mask.png
104,benign (213).png,benign (213)_mask.png
227,benign (121).png,benign (121)_mask.png
281,benign (228).png,benign (228)_mask.png
390,benign (424).png,benign (424)_mask.png
531,malignant (102).png,malignant (102)_mask.png
