,image_path,mask_path,new_mask_path
22,ISIC_0010016.jpg,ISIC_0009958_segmentation.png,ISIC_0010016_segmentation.png
23,ISIC_0000042.jpg,ISIC_0011227_segmentation.png,ISIC_0000042_segmentation.png
24,ISIC_0009994.jpg,ISIC_0013577_segmentation.png,ISIC_0009994_segmentation.png
25,ISIC_0000277.jpg,ISIC_0012204_segmentation.png,ISIC_0000277_segmentation.png
26,ISIC_0013052.jpg,ISIC_0011090_segmentation.png,ISIC_0013052_segmentation.png
27,ISIC_0014963.jpg,ISIC_0011132_segmentation.png,ISIC_0014963_segmentation.png
28,ISIC_0013967.jpg,ISIC_0014094_segmentation.png,ISIC_0013967_segmentation.png
29,ISIC_0001286.jpg,ISIC_0012844_segmentation.png,ISIC_0001286_segmentation.png
30,ISIC_0011167.jpg,ISIC_0007241_segmentation.png,ISIC_0011167_segmentation.png
31,ISIC_0012518.jpg,ISIC_0009979_segmentation.png,ISIC_0012518_segmentation.png
32,ISIC_0000470.jpg,ISIC_0009920_segmentation.png,ISIC_0000470_segmentation.png
33,ISIC_0012382.jpg,ISIC_0013311_segmentation.png,ISIC_0012382_segmentation.png
34,ISIC_0014026.jpg,ISIC_0013498_segmentation.png,ISIC_0014026_segmentation.png
35,ISIC_0000397.jpg,ISIC_0001212_segmentation.png,ISIC_0000397_segmentation.png
36,ISIC_0012475.jpg,ISIC_0013473_segmentation.png,ISIC_0012475_segmentation.png
37,ISIC_0000396.jpg,ISIC_0007693_segmentation.png,ISIC_0000396_segmentation.png
38,ISIC_0012260.jpg,ISIC_0014581_segmentation.png,ISIC_0012260_segmentation.png
39,ISIC_0011105.jpg,ISIC_0010055_segmentation.png,ISIC_0011105_segmentation.png
40,ISIC_0012670.jpg,ISIC_0008280_segmentation.png,ISIC_0012670_segmentation.png
41,ISIC_0001188.jpg,ISIC_0015975_segmentation.png,ISIC_0001188_segmentation.png
42,ISIC_0015244.jpg,ISIC_0015046_segmentation.png,ISIC_0015244_segmentation.png
43,ISIC_0000016.jpg,ISIC_0015969_segmentation.png,ISIC_0000016_segmentation.png
44,ISIC_0000104.jpg,ISIC_0014080_segmentation.png,ISIC_0000104_segmentation.png
45,ISIC_0000067.jpg,ISIC_0014518_segmentation.png,ISIC_0000067_segmentation.png
46,ISIC_0013988.jpg,ISIC_0014603_segmentation.png,ISIC_0013988_segmentation.png
47,ISIC_0011146.jpg,ISIC_0000527_segmentation.png,ISIC_0011146_segmentation.png
48,ISIC_0000117.jpg,ISIC_0012206_segmentation.png,ISIC_0000117_segmentation.png
49,ISIC_0014812.jpg,ISIC_0014872_segmentation.png,ISIC_0014812_segmentation.png
50,ISIC_0000052.jpg,ISIC_0000456_segmentation.png,ISIC_0000052_segmentation.png
51,ISIC_0000136.jpg,ISIC_0000210_segmentation.png,ISIC_0000136_segmentation.png
52,ISIC_0000287.jpg,ISIC_0013023_segmentation.png,ISIC_0000287_segmentation.png
53,ISIC_0000142.jpg,ISIC_0012655_segmentation.png,ISIC_0000142_segmentation.png
54,ISIC_0015617.jpg,ISIC_0014947_segmentation.png,ISIC_0015617_segmentation.png
55,ISIC_0000482.jpg,ISIC_0010445_segmentation.png,ISIC_0000482_segmentation.png
56,ISIC_0000205.jpg,ISIC_0013414_segmentation.png,ISIC_0000205_segmentation.png
57,ISIC_0015208.jpg,ISIC_0010356_segmentation.png,ISIC_0015208_segmentation.png
58,ISIC_0010466.jpg,ISIC_0016009_segmentation.png,ISIC_0010466_segmentation.png
59,ISIC_0015973.jpg,ISIC_0015353_segmentation.png,ISIC_0015973_segmentation.png
60,ISIC_0012823.jpg,ISIC_0011173_segmentation.png,ISIC_0012823_segmentation.png
61,ISIC_0001118.jpg,ISIC_0009915_segmentation.png,ISIC_0001118_segmentation.png
62,ISIC_0009078.jpg,ISIC_0008600_segmentation.png,ISIC_0009078_segmentation.png
63,ISIC_0012143.jpg,ISIC_0013970_segmentation.png,ISIC_0012143_segmentation.png
64,ISIC_0013672.jpg,ISIC_0000515_segmentation.png,ISIC_0013672_segmentation.png
65,ISIC_0013585.jpg,ISIC_0013207_segmentation.png,ISIC_0013585_segmentation.png
66,ISIC_0001105.jpg,ISIC_0010036_segmentation.png,ISIC_0001105_segmentation.png
67,ISIC_0001134.jpg,ISIC_0013749_segmentation.png,ISIC_0001134_segmentation.png
68,ISIC_0000039.jpg,ISIC_0001204_segmentation.png,ISIC_0000039_segmentation.png
69,ISIC_0001442.jpg,ISIC_0013621_segmentation.png,ISIC_0001442_segmentation.png
70,ISIC_0014225.jpg,ISIC_0013816_segmentation.png,ISIC_0014225_segmentation.png
71,ISIC_0009946.jpg,ISIC_0014158_segmentation.png,ISIC_0009946_segmentation.png
72,ISIC_0005620.jpg,ISIC_0012944_segmentation.png,ISIC_0005620_segmentation.png
73,ISIC_0001367.jpg,ISIC_0012523_segmentation.png,ISIC_0001367_segmentation.png
74,ISIC_0012092.jpg,ISIC_0014628_segmentation.png,ISIC_0012092_segmentation.png
75,ISIC_0000240.jpg,ISIC_0015563_segmentation.png,ISIC_0000240_segmentation.png
76,ISIC_0012238.jpg,ISIC_0016014_segmentation.png,ISIC_0012238_segmentation.png
77,ISIC_0010014.jpg,ISIC_0012950_segmentation.png,ISIC_0010014_segmentation.png
78,ISIC_0014453.jpg,ISIC_0013170_segmentation.png,ISIC_0014453_segmentation.png
79,ISIC_0016058.jpg,ISIC_0012360_segmentation.png,ISIC_0016058_segmentation.png
80,ISIC_0014253.jpg,ISIC_0014724_segmentation.png,ISIC_0014253_segmentation.png
81,ISIC_0000408.jpg,ISIC_0014835_segmentation.png,ISIC_0000408_segmentation.png
82,ISIC_0013733.jpg,ISIC_0014156_segmentation.png,ISIC_0013733_segmentation.png
83,ISIC_0000003.jpg,ISIC_0014966_segmentation.png,ISIC_0000003_segmentation.png
84,ISIC_0015298.jpg,ISIC_0014740_segmentation.png,ISIC_0015298_segmentation.png
85,ISIC_0000212.jpg,ISIC_0000381_segmentation.png,ISIC_0000212_segmentation.png
86,ISIC_0015224.jpg,ISIC_0000315_segmentation.png,ISIC_0015224_segmentation.png
87,ISIC_0014069.jpg,ISIC_0011328_segmentation.png,ISIC_0014069_segmentation.png
88,ISIC_0000057.jpg,ISIC_0011171_segmentation.png,ISIC_0000057_segmentation.png
89,ISIC_0012147.jpg,ISIC_0012450_segmentation.png,ISIC_0012147_segmentation.png
90,ISIC_0000110.jpg,ISIC_0014428_segmentation.png,ISIC_0000110_segmentation.png
91,ISIC_0013053.jpg,ISIC_0014546_segmentation.png,ISIC_0013053_segmentation.png
92,ISIC_0010177.jpg,ISIC_0014926_segmentation.png,ISIC_0010177_segmentation.png
93,ISIC_0016025.jpg,ISIC_0010060_segmentation.png,ISIC_0016025_segmentation.png
94,ISIC_0001372.jpg,ISIC_0012708_segmentation.png,ISIC_0001372_segmentation.png
95,ISIC_0016046.jpg,ISIC_0009977_segmentation.png,ISIC_0016046_segmentation.png
96,ISIC_0012435.jpg,ISIC_0013962_segmentation.png,ISIC_0012435_segmentation.png
97,ISIC_0000093.jpg,ISIC_0014513_segmentation.png,ISIC_0000093_segmentation.png
98,ISIC_0012675.jpg,ISIC_0014876_segmentation.png,ISIC_0012675_segmentation.png
99,ISIC_0013492.jpg,ISIC_0013778_segmentation.png,ISIC_0013492_segmentation.png
100,ISIC_0000171.jpg,ISIC_0009961_segmentation.png,ISIC_0000171_segmentation.png
101,ISIC_0015062.jpg,ISIC_0015115_segmentation.png,ISIC_0015062_segmentation.png
102,ISIC_0004309.jpg,ISIC_0014715_segmentation.png,ISIC_0004309_segmentation.png
103,ISIC_0014783.jpg,ISIC_0010852_segmentation.png,ISIC_0014783_segmentation.png
104,ISIC_0010046.jpg,ISIC_0000323_segmentation.png,ISIC_0010046_segmentation.png
105,ISIC_0015982.jpg,ISIC_0006940_segmentation.png,ISIC_0015982_segmentation.png
106,ISIC_0012090.jpg,ISIC_0000013_segmentation.png,ISIC_0012090_segmentation.png
107,ISIC_0013835.jpg,ISIC_0000376_segmentation.png,ISIC_0013835_segmentation.png
108,ISIC_0000086.jpg,ISIC_0000535_segmentation.png,ISIC_0000086_segmentation.png
109,ISIC_0015445.jpg,ISIC_0000521_segmentation.png,ISIC_0015445_segmentation.png
110,ISIC_0015176.jpg,ISIC_0015383_segmentation.png,ISIC_0015176_segmentation.png
111,ISIC_0013031.jpg,ISIC_0012324_segmentation.png,ISIC_0013031_segmentation.png
112,ISIC_0013843.jpg,ISIC_0013400_segmentation.png,ISIC_0013843_segmentation.png
113,ISIC_0015223.jpg,ISIC_0000208_segmentation.png,ISIC_0015223_segmentation.png
114,ISIC_0013836.jpg,ISIC_0013676_segmentation.png,ISIC_0013836_segmentation.png
115,ISIC_0010252.jpg,ISIC_0012164_segmentation.png,ISIC_0010252_segmentation.png
116,ISIC_0013457.jpg,ISIC_0001140_segmentation.png,ISIC_0013457_segmentation.png
117,ISIC_0000328.jpg,ISIC_0014195_segmentation.png,ISIC_0000328_segmentation.png
118,ISIC_0015940.jpg,ISIC_0010171_segmentation.png,ISIC_0015940_segmentation.png
119,ISIC_0000015.jpg,ISIC_0010002_segmentation.png,ISIC_0000015_segmentation.png
120,ISIC_0014032.jpg,ISIC_0000105_segmentation.png,ISIC_0014032_segmentation.png
121,ISIC_0015251.jpg,ISIC_0014989_segmentation.png,ISIC_0015251_segmentation.png
122,ISIC_0009974.jpg,ISIC_0009874_segmentation.png,ISIC_0009974_segmentation.png
123,ISIC_0000554.jpg,ISIC_0014768_segmentation.png,ISIC_0000554_segmentation.png
124,ISIC_0014328.jpg,ISIC_0013235_segmentation.png,ISIC_0014328_segmentation.png
125,ISIC_0013075.jpg,ISIC_0012907_segmentation.png,ISIC_0013075_segmentation.png
126,ISIC_0000000.jpg,ISIC_0014834_segmentation.png,ISIC_0000000_segmentation.png
127,ISIC_0015353.jpg,ISIC_0013863_segmentation.png,ISIC_0015353_segmentation.png
128,ISIC_0013474.jpg,ISIC_0015293_segmentation.png,ISIC_0013474_segmentation.png
129,ISIC_0000489.jpg,ISIC_0012879_segmentation.png,ISIC_0000489_segmentation.png
130,ISIC_0000535.jpg,ISIC_0001186_segmentation.png,ISIC_0000535_segmentation.png
131,ISIC_0010263.jpg,ISIC_0015978_segmentation.png,ISIC_0010263_segmentation.png
132,ISIC_0012806.jpg,ISIC_0010599_segmentation.png,ISIC_0012806_segmentation.png
133,ISIC_0014658.jpg,ISIC_0012257_segmentation.png,ISIC_0014658_segmentation.png
134,ISIC_0000209.jpg,ISIC_0003308_segmentation.png,ISIC_0000209_segmentation.png
135,ISIC_0014574.jpg,ISIC_0009895_segmentation.png,ISIC_0014574_segmentation.png
136,ISIC_0009910.jpg,ISIC_0014923_segmentation.png,ISIC_0009910_segmentation.png
137,ISIC_0015964.jpg,ISIC_0008659_segmentation.png,ISIC_0015964_segmentation.png
138,ISIC_0008524.jpg,ISIC_0007475_segmentation.png,ISIC_0008524_segmentation.png
139,ISIC_0012268.jpg,ISIC_0001105_segmentation.png,ISIC_0012268_segmentation.png
140,ISIC_0013371.jpg,ISIC_0014249_segmentation.png,ISIC_0013371_segmentation.png
141,ISIC_0013680.jpg,ISIC_0015355_segmentation.png,ISIC_0013680_segmentation.png
142,ISIC_0014274.jpg,ISIC_0012877_segmentation.png,ISIC_0014274_segmentation.png
143,ISIC_0000549.jpg,ISIC_0013271_segmentation.png,ISIC_0000549_segmentation.png
144,ISIC_0015983.jpg,ISIC_0010003_segmentation.png,ISIC_0015983_segmentation.png
145,ISIC_0000268.jpg,ISIC_0000508_segmentation.png,ISIC_0000268_segmentation.png
146,ISIC_0016050.jpg,ISIC_0014090_segmentation.png,ISIC_0016050_segmentation.png
147,ISIC_0012672.jpg,ISIC_0015950_segmentation.png,ISIC_0012672_segmentation.png
148,ISIC_0001133.jpg,ISIC_0014274_segmentation.png,ISIC_0001133_segmentation.png
149,ISIC_0012657.jpg,ISIC_0001374_segmentation.png,ISIC_0012657_segmentation.png
150,ISIC_0013799.jpg,ISIC_0012210_segmentation.png,ISIC_0013799_segmentation.png
151,ISIC_0013070.jpg,ISIC_0013104_segmentation.png,ISIC_0013070_segmentation.png
152,ISIC_0010168.jpg,ISIC_0000505_segmentation.png,ISIC_0010168_segmentation.png
153,ISIC_0014742.jpg,ISIC_0013672_segmentation.png,ISIC_0014742_segmentation.png
154,ISIC_0014818.jpg,ISIC_0015179_segmentation.png,ISIC_0014818_segmentation.png
155,ISIC_0014966.jpg,ISIC_0015330_segmentation.png,ISIC_0014966_segmentation.png
156,ISIC_0010232.jpg,ISIC_0012889_segmentation.png,ISIC_0010232_segmentation.png
157,ISIC_0014778.jpg,ISIC_0009955_segmentation.png,ISIC_0014778_segmentation.png
158,ISIC_0011165.jpg,ISIC_0000340_segmentation.png,ISIC_0011165_segmentation.png
159,ISIC_0000465.jpg,ISIC_0012673_segmentation.png,ISIC_0000465_segmentation.png
160,ISIC_0010370.jpg,ISIC_0001213_segmentation.png,ISIC_0010370_segmentation.png
161,ISIC_0000456.jpg,ISIC_0002438_segmentation.png,ISIC_0000456_segmentation.png
162,ISIC_0000155.jpg,ISIC_0013222_segmentation.png,ISIC_0000155_segmentation.png
163,ISIC_0002780.jpg,ISIC_0014316_segmentation.png,ISIC_0002780_segmentation.png
164,ISIC_0015030.jpg,ISIC_0000493_segmentation.png,ISIC_0015030_segmentation.png
165,ISIC_0000107.jpg,ISIC_0012391_segmentation.png,ISIC_0000107_segmentation.png
166,ISIC_0014640.jpg,ISIC_0012382_segmentation.png,ISIC_0014640_segmentation.png
167,ISIC_0001191.jpg,ISIC_0006350_segmentation.png,ISIC_0001191_segmentation.png
168,ISIC_0013000.jpg,ISIC_0013527_segmentation.png,ISIC_0013000_segmentation.png
169,ISIC_0014851.jpg,ISIC_0000466_segmentation.png,ISIC_0014851_segmentation.png
170,ISIC_0012548.jpg,ISIC_0000541_segmentation.png,ISIC_0012548_segmentation.png
171,ISIC_0009931.jpg,ISIC_0013395_segmentation.png,ISIC_0009931_segmentation.png
172,ISIC_0014609.jpg,ISIC_0001423_segmentation.png,ISIC_0014609_segmentation.png
173,ISIC_0000532.jpg,ISIC_0013980_segmentation.png,ISIC_0000532_segmentation.png
174,ISIC_0010009.jpg,ISIC_0014713_segmentation.png,ISIC_0010009_segmentation.png
175,ISIC_0010467.jpg,ISIC_0011168_segmentation.png,ISIC_0010467_segmentation.png
176,ISIC_0014157.jpg,ISIC_0010475_segmentation.png,ISIC_0014157_segmentation.png
177,ISIC_0008528.jpg,ISIC_0013056_segmentation.png,ISIC_0008528_segmentation.png
178,ISIC_0010032.jpg,ISIC_0015149_segmentation.png,ISIC_0010032_segmentation.png
179,ISIC_0000493.jpg,ISIC_0000366_segmentation.png,ISIC_0000493_segmentation.png
180,ISIC_0000442.jpg,ISIC_0016069_segmentation.png,ISIC_0000442_segmentation.png
181,ISIC_0013833.jpg,ISIC_0002489_segmentation.png,ISIC_0013833_segmentation.png
182,ISIC_0014998.jpg,ISIC_0002453_segmentation.png,ISIC_0014998_segmentation.png
183,ISIC_0013176.jpg,ISIC_0010364_segmentation.png,ISIC_0013176_segmentation.png
184,ISIC_0010264.jpg,ISIC_0013561_segmentation.png,ISIC_0010264_segmentation.png
185,ISIC_0010569.jpg,ISIC_0013120_segmentation.png,ISIC_0010569_segmentation.png
186,ISIC_0014936.jpg,ISIC_0014393_segmentation.png,ISIC_0014936_segmentation.png
187,ISIC_0013086.jpg,ISIC_0014928_segmentation.png,ISIC_0013086_segmentation.png
188,ISIC_0008347.jpg,ISIC_0012235_segmentation.png,ISIC_0008347_segmentation.png
189,ISIC_0014219.jpg,ISIC_0012447_segmentation.png,ISIC_0014219_segmentation.png
190,ISIC_0007156.jpg,ISIC_0013275_segmentation.png,ISIC_0007156_segmentation.png
191,ISIC_0012224.jpg,ISIC_0010492_segmentation.png,ISIC_0012224_segmentation.png
192,ISIC_0000078.jpg,ISIC_0013192_segmentation.png,ISIC_0000078_segmentation.png
193,ISIC_0014062.jpg,ISIC_0012746_segmentation.png,ISIC_0014062_segmentation.png
194,ISIC_0014503.jpg,ISIC_0016054_segmentation.png,ISIC_0014503_segmentation.png
195,ISIC_0014324.jpg,ISIC_0000256_segmentation.png,ISIC_0014324_segmentation.png
196,ISIC_0010562.jpg,ISIC_0013782_segmentation.png,ISIC_0010562_segmentation.png
197,ISIC_0008145.jpg,ISIC_0014062_segmentation.png,ISIC_0008145_segmentation.png
198,ISIC_0012887.jpg,ISIC_0013024_segmentation.png,ISIC_0012887_segmentation.png
199,ISIC_0000146.jpg,ISIC_0014897_segmentation.png,ISIC_0000146_segmentation.png
200,ISIC_0012330.jpg,ISIC_0015206_segmentation.png,ISIC_0012330_segmentation.png
201,ISIC_0015568.jpg,ISIC_0011374_segmentation.png,ISIC_0015568_segmentation.png
202,ISIC_0015185.jpg,ISIC_0010046_segmentation.png,ISIC_0015185_segmentation.png
203,ISIC_0010081.jpg,ISIC_0005000_segmentation.png,ISIC_0010081_segmentation.png
204,ISIC_0000251.jpg,ISIC_0012835_segmentation.png,ISIC_0000251_segmentation.png
205,ISIC_0016044.jpg,ISIC_0014929_segmentation.png,ISIC_0016044_segmentation.png
206,ISIC_0010853.jpg,ISIC_0015129_segmentation.png,ISIC_0010853_segmentation.png
207,ISIC_0000423.jpg,ISIC_0015971_segmentation.png,ISIC_0000423_segmentation.png
208,ISIC_0015972.jpg,ISIC_0015089_segmentation.png,ISIC_0015972_segmentation.png
209,ISIC_0012493.jpg,ISIC_0006711_segmentation.png,ISIC_0012493_segmentation.png
210,ISIC_0014728.jpg,ISIC_0014823_segmentation.png,ISIC_0014728_segmentation.png
211,ISIC_0009964.jpg,ISIC_0011339_segmentation.png,ISIC_0009964_segmentation.png
212,ISIC_0000012.jpg,ISIC_0011167_segmentation.png,ISIC_0000012_segmentation.png
213,ISIC_0009990.jpg,ISIC_0012976_segmentation.png,ISIC_0009990_segmentation.png
214,ISIC_0010598.jpg,ISIC_0013371_segmentation.png,ISIC_0010598_segmentation.png
215,ISIC_0012484.jpg,ISIC_0000294_segmentation.png,ISIC_0012484_segmentation.png
216,ISIC_0000531.jpg,ISIC_0012155_segmentation.png,ISIC_0000531_segmentation.png
217,ISIC_0015276.jpg,ISIC_0014829_segmentation.png,ISIC_0015276_segmentation.png
218,ISIC_0010599.jpg,ISIC_0000197_segmentation.png,ISIC_0010599_segmentation.png
219,ISIC_0000390.jpg,ISIC_0012891_segmentation.png,ISIC_0000390_segmentation.png
220,ISIC_0013525.jpg,ISIC_0012665_segmentation.png,ISIC_0013525_segmentation.png
221,ISIC_0010249.jpg,ISIC_0015369_segmentation.png,ISIC_0010249_segmentation.png
222,ISIC_0000199.jpg,ISIC_0001118_segmentation.png,ISIC_0000199_segmentation.png
223,ISIC_0015009.jpg,ISIC_0012445_segmentation.png,ISIC_0015009_segmentation.png
224,ISIC_0007760.jpg,ISIC_0013689_segmentation.png,ISIC_0007760_segmentation.png
225,ISIC_0013438.jpg,ISIC_0002647_segmentation.png,ISIC_0013438_segmentation.png
226,ISIC_0015013.jpg,ISIC_0014433_segmentation.png,ISIC_0015013_segmentation.png
227,ISIC_0010189.jpg,ISIC_0011295_segmentation.png,ISIC_0010189_segmentation.png
228,ISIC_0015625.jpg,ISIC_0011386_segmentation.png,ISIC_0015625_segmentation.png
229,ISIC_0014114.jpg,ISIC_0000473_segmentation.png,ISIC_0014114_segmentation.png
230,ISIC_0012902.jpg,ISIC_0011223_segmentation.png,ISIC_0012902_segmentation.png
231,ISIC_0013026.jpg,ISIC_0015018_segmentation.png,ISIC_0013026_segmentation.png
232,ISIC_0014299.jpg,ISIC_0015468_segmentation.png,ISIC_0014299_segmentation.png
233,ISIC_0014791.jpg,ISIC_0009937_segmentation.png,ISIC_0014791_segmentation.png
234,ISIC_0015211.jpg,ISIC_0014132_segmentation.png,ISIC_0015211_segmentation.png
235,ISIC_0010566.jpg,ISIC_0000177_segmentation.png,ISIC_0010566_segmentation.png
236,ISIC_0016016.jpg,ISIC_0011362_segmentation.png,ISIC_0016016_segmentation.png
237,ISIC_0014181.jpg,ISIC_0013656_segmentation.png,ISIC_0014181_segmentation.png
238,ISIC_0012813.jpg,ISIC_0009896_segmentation.png,ISIC_0012813_segmentation.png
239,ISIC_0012987.jpg,ISIC_0009885_segmentation.png,ISIC_0012987_segmentation.png
240,ISIC_0014833.jpg,ISIC_0011092_segmentation.png,ISIC_0014833_segmentation.png
241,ISIC_0011294.jpg,ISIC_0012786_segmentation.png,ISIC_0011294_segmentation.png
242,ISIC_0013942.jpg,ISIC_0011297_segmentation.png,ISIC_0013942_segmentation.png
243,ISIC_0016009.jpg,ISIC_0000016_segmentation.png,ISIC_0016009_segmentation.png
244,ISIC_0001126.jpg,ISIC_0014975_segmentation.png,ISIC_0001126_segmentation.png
245,ISIC_0000506.jpg,ISIC_0013553_segmentation.png,ISIC_0000506_segmentation.png
246,ISIC_0012342.jpg,ISIC_0014290_segmentation.png,ISIC_0012342_segmentation.png
247,ISIC_0016068.jpg,ISIC_0014792_segmentation.png,ISIC_0016068_segmentation.png
248,ISIC_0014511.jpg,ISIC_0009948_segmentation.png,ISIC_0014511_segmentation.png
249,ISIC_0013911.jpg,ISIC_0001131_segmentation.png,ISIC_0013911_segmentation.png
250,ISIC_0013172.jpg,ISIC_0016028_segmentation.png,ISIC_0013172_segmentation.png
251,ISIC_0011168.jpg,ISIC_0013187_segmentation.png,ISIC_0011168_segmentation.png
252,ISIC_0009860.jpg,ISIC_0010038_segmentation.png,ISIC_0009860_segmentation.png
253,ISIC_0009973.jpg,ISIC_0000453_segmentation.png,ISIC_0009973_segmentation.png
254,ISIC_0013227.jpg,ISIC_0011348_segmentation.png,ISIC_0013227_segmentation.png
255,ISIC_0015607.jpg,ISIC_0010066_segmentation.png,ISIC_0015607_segmentation.png
256,ISIC_0009930.jpg,ISIC_0011156_segmentation.png,ISIC_0009930_segmentation.png
257,ISIC_0000181.jpg,ISIC_0012484_segmentation.png,ISIC_0000181_segmentation.png
258,ISIC_0000045.jpg,ISIC_0009165_segmentation.png,ISIC_0000045_segmentation.png
259,ISIC_0001262.jpg,ISIC_0010854_segmentation.png,ISIC_0001262_segmentation.png
260,ISIC_0000027.jpg,ISIC_0015990_segmentation.png,ISIC_0000027_segmentation.png
261,ISIC_0000049.jpg,ISIC_0010202_segmentation.png,ISIC_0000049_segmentation.png
262,ISIC_0012135.jpg,ISIC_0014963_segmentation.png,ISIC_0012135_segmentation.png
263,ISIC_0009035.jpg,ISIC_0010186_segmentation.png,ISIC_0009035_segmentation.png
264,ISIC_0014089.jpg,ISIC_0010184_segmentation.png,ISIC_0014089_segmentation.png
265,ISIC_0015418.jpg,ISIC_0010444_segmentation.png,ISIC_0015418_segmentation.png
266,ISIC_0000420.jpg,ISIC_0013434_segmentation.png,ISIC_0000420_segmentation.png
267,ISIC_0000197.jpg,ISIC_0013219_segmentation.png,ISIC_0000197_segmentation.png
268,ISIC_0014853.jpg,ISIC_0014791_segmentation.png,ISIC_0014853_segmentation.png
269,ISIC_0001385.jpg,ISIC_0013792_segmentation.png,ISIC_0001385_segmentation.png
270,ISIC_0013695.jpg,ISIC_0013010_segmentation.png,ISIC_0013695_segmentation.png
271,ISIC_0000184.jpg,ISIC_0013220_segmentation.png,ISIC_0000184_segmentation.png
272,ISIC_0014725.jpg,ISIC_0000485_segmentation.png,ISIC_0014725_segmentation.png
273,ISIC_0013792.jpg,ISIC_0012487_segmentation.png,ISIC_0013792_segmentation.png
274,ISIC_0000014.jpg,ISIC_0010173_segmentation.png,ISIC_0000014_segmentation.png
275,ISIC_0000453.jpg,ISIC_0015013_segmentation.png,ISIC_0000453_segmentation.png
276,ISIC_0013258.jpg,ISIC_0000507_segmentation.png,ISIC_0013258_segmentation.png
277,ISIC_0014910.jpg,ISIC_0014072_segmentation.png,ISIC_0014910_segmentation.png
278,ISIC_0015948.jpg,ISIC_0015636_segmentation.png,ISIC_0015948_segmentation.png
279,ISIC_0000514.jpg,ISIC_0013487_segmentation.png,ISIC_0000514_segmentation.png
280,ISIC_0000541.jpg,ISIC_0014763_segmentation.png,ISIC_0000541_segmentation.png
281,ISIC_0010364.jpg,ISIC_0006021_segmentation.png,ISIC_0010364_segmentation.png
282,ISIC_0013610.jpg,ISIC_0014092_segmentation.png,ISIC_0013610_segmentation.png
283,ISIC_0013369.jpg,ISIC_0014919_segmentation.png,ISIC_0013369_segmentation.png
284,ISIC_0013837.jpg,ISIC_0010361_segmentation.png,ISIC_0013837_segmentation.png
285,ISIC_0014844.jpg,ISIC_0010572_segmentation.png,ISIC_0014844_segmentation.png
286,ISIC_0000320.jpg,ISIC_0000449_segmentation.png,ISIC_0000320_segmentation.png
287,ISIC_0015279.jpg,ISIC_0008116_segmentation.png,ISIC_0015279_segmentation.png
288,ISIC_0009918.jpg,ISIC_0013644_segmentation.png,ISIC_0009918_segmentation.png
289,ISIC_0014945.jpg,ISIC_0014347_segmentation.png,ISIC_0014945_segmentation.png
290,ISIC_0013082.jpg,ISIC_0002616_segmentation.png,ISIC_0013082_segmentation.png
291,ISIC_0010267.jpg,ISIC_0009956_segmentation.png,ISIC_0010267_segmentation.png
292,ISIC_0012489.jpg,ISIC_0000338_segmentation.png,ISIC_0012489_segmentation.png
293,ISIC_0000190.jpg,ISIC_0011081_segmentation.png,ISIC_0000190_segmentation.png
294,ISIC_0012673.jpg,ISIC_0015482_segmentation.png,ISIC_0012673_segmentation.png
295,ISIC_0002616.jpg,ISIC_0014157_segmentation.png,ISIC_0002616_segmentation.png
296,ISIC_0000161.jpg,ISIC_0011107_segmentation.png,ISIC_0000161_segmentation.png
